a 啊
pilc 疲劳
pili 霹雳
pilk 批零
pilu 披露
pilz 纰漏
pimc 皮毛
pimw 媲美
pimk 屁民
pimx 破除迷信
pinh 皮囊
pini 睥睨
pipa 琵琶
pipj 批判
piph 骗吃骗喝
pipk 批评
pipw 匹配
piqi 脾气
piqq 皮球
pirr 疲软
piru 譬如
pirz 皮肉
pisj 披散
pisa 披萨
piso 派出所
pita 疲沓
pitc 皮套
pitk 皮艇
pitv 劈腿
piui 批示
piul 砒霜
pive 披着
pivf 皮疹
pivi 皮质
pivu 批注
pivy 批准
piwf 批文
piwl 鹏程万里
piwn 排除万难
piww 脾胃
pixk 平常心
pixk 脾性
pixl 皮箱
pixm 郫县
pixq 皮鞋
pixq 貔貅
pixt 皮靴
pixx 皮下
piyc 辟谣
piyi 皮衣
piyj 皮炎
piys 屁用
piyt 批阅
piyu 批语
pizi 痞子
pjbi 攀比
pjbk 叛兵
pjbl 片甲不留
pjbm 叛变
pjbo 盘剥
pjbq 判别
pjcy 盘存
pjdg 攀登
pjdh 叛党
pjdi 盘底
pjdk 判定
pjdm 盘点
pjdq 盘跌
pjdr 判断
pjfa 判罚
pjfu 攀附
pjgr 判官
pjgc 攀高
pjgo 叛国
pjgu 盘古
pjgw 判给
pjho 盘活
pjia 盘查
pjid 破茧成蝶
pjij 盘缠
pjiu 判处
pjiy 破镜重圆
pjjt 判决
pjjq 盘结
pjju 盘踞
pjjy 叛军
pjkv 盘亏
pjlu 破纪录
pjli 叛离
pjlr 叛乱
pjlx 破旧立新
pjmk 判明
pjmm 盘面
pjni 叛逆
pjpj 盼盼
pjqk 攀亲
pjrc 盘绕
pjsr 盘算
pjsi 牝鸡司晨
pjtc 蟠桃
pjtj 攀谈
pjtl 否极泰来
pjtu 叛徒
pjtv 盘腿
pjtz 盼头
pjug 攀升
pjui 磐石
pjuj 蹒跚
pjuu 判决书
pjve 盼着
pjvg 盘整
pjvj 披荆斩棘
pjvr 披坚执锐
pjvs 盘中
pjwh 盼望
pjwf 盘问
pjxr 盘旋
pjxi 盘膝
pjxk 判刑
pjxl 破家县令
pjyj 攀岩
pjyk 盘盈
pjyt 攀越
pjyu 番禺
pjzi 盘子
pjzo 盘坐
pjzw 叛贼
pkan 平安
pkbc 屏保
pkbi 屏蔽
pkbj 平板
pkbw 平辈
pkce 评测
pkch 平仓
pkdg 平等
pkdi 平地
pkdj 平淡
pkdk 评定
pkdm 评点
pkdn 凭吊
pkdq 贫困地区
pkfj 平凡
pkff 评分
pkfg 屏风
pkfh 平方
pkfu 平复
pkgo 苹果
pkgd 瓶盖
pkgu 评估
pkhg 平衡
pkhe 平和
pkhr 平缓
pkhx 平滑
pkih 平常
pkiu 评出
pkji 评级
pkjk 平静
pkjn 平角
pkjq 凭借
pkjr 评卷
pkju 凭据
pkjx 评价
pkjy 平均
pkks 凭空
pkkz 瓶口
pkkd 平开
pkly 评论
pkli 评理
pkmk 平民
pkmi 平米
pkmm 平面
pkmu 屏幕
pknz 凭空捏造
pkpj 评判
pkpu 平铺
pkph 乒乓
pkpk 评评
pkrh 平壤
pkri 平日
pkrv 皮开肉绽
pksu 平素
pksd 瓶塞
pktd 平台
pkth 平躺
pktj 平坦
pktk 娉婷
pktm 平添
pktz 平头
pkuf 评审
pkug 平生
pkuh 评上
pkui 平时
pkuo 评说
pkuu 评述
pkuy 平顺
pkuz 平手
pkvg 凭证
pkve 凭着
pkvh 屏障
pkvi 平直
pkvl 瓶装
pkvu 评注
pkwf 平稳
pkwo 平卧
pkww 评委
pkxr 评选
pkxi 平息
pkxk 平行
pkxm 贫困线
pkyi 评议
pkyr 平原
pkys 平庸
pkyt 评阅
pkyu 评语
pkzi 瓶子
pkze 平仄
pldq 赔礼道歉
plhx 漂亮话
plho 破烂货
plhu 跑了和尚跑不了庙
plff 攀龙附凤
plfr 赔了夫人又折兵
plpd 拍了拍
plpl 噼里啪啦
plpq 跑来跑去
pltc 跑龙套
pluv 泼冷水
plyb 碰了一鼻子灰
plyq 皮里阳秋
pmai 偏爱
pmbu 偏不
pmbx 平民百姓
pmbm 盆满钵满
pmdr 片段
pmda 偏大
pmdc 骗到
pmde 骗得
pmel 扑面而来
pmer 破门而入
pmfu 篇幅
pmfg 偏锋
pmfh 偏方
pmgc 偏高
pmgh 跑马观花
pmgo 骗过
pmhc 偏好
pmhy 骗婚
pmia 偏差
pmiz 片酬
pmjm 偏见
pmji 偏激
pmju 骗局
pmku 贫民窟
pmke 片刻
pmli 偏离
pmle 骗了
pmmf 偏门
pmmm 片面
pmmu 篇目
pmnj 偏南
pmph 偏旁
pmpi 偏僻
pmpm 偏偏
pmpo 偏颇
pmqm 骗钱
pmqn 偏巧
pmqu 骗取
pmrf 骗人
pmrj 翩然
pmtu 平面图
pmtj 偏袒
pmtz 片头
pmuu 骗术
pmui 偏食
pmvh 篇章
pmvi 偏执
pmvr 偏转
pmvs 偏重
pmvz 扁舟
pmww 片尾
pmxl 偏向
pmxk 偏心
pmxm 翩跹
pmyc 偏要
pmyi 便宜
pmyr 偏远
pmzd 旁门左道
pmzi 骗子
pmzu 普米族
pmzz 骗走
pnxr 票选
pnbo 漂泊
pnbd 漂白
pndd 飘带
pndh 飘荡
pnds 飘动
pnfu 漂浮
pnfh 票房
pngo 飘过
pnhu 飘忽
pnhj 剽悍
pnhs 飘红
pnhv 票汇
pnih 嫖娼
pnis 瓢虫
pnil 飘窗
pnju 票据
pnjk 飘进
pnji 嫖妓
pnjx 票价
pnke 嫖客
pnkr 票款
pnll 漂亮
pnld 飘来
pnlk 飘零
pnlo 飘落
pnlq 漂流
pnmm 票面
pnmn 缥缈
pnpn 飘飘
pnqq 剽窃
pnql 跑哪去了
pnrj 飘然
pnsa 飘洒
pnsj 飘散
pnsu 嫖宿
pnuu 票数
pnui 飘逝
pnve 飘着
pnwu 票务
pnxl 飘香
pnxt 飘雪
pnyc 飘摇
pnyh 飘扬
pnyi 飘逸
pnyz 票友
pnzz 飘走
pnzi 票子
poan 破案
pobd 破败
pobu 破布
pocd 破财
podc 坡道
podo 颇多
podu 坡度
pofu 泼妇
pofw 破费
poge 破格
pogc 颇高
pogj 颇感
pogx 破瓜
pohk 破坏
pohd 迫害
poho 破获
poij 破产
poie 破车
poiu 破除
pojk 迫近
pojq 破解
pojq 破旧
poju 颇具
pojx 婆家
pokd 破开
pola 泼辣
poli 魄力
polj 破烂
polo 破落
polq 破裂
pomo 泼墨
pomq 破灭
poma 婆妈
ponl 婆娘
popi 泼皮
popo 婆婆
poqq 迫切
posv 破碎
posa 泼洒
poso 婆娑
posy 破损
poui 迫使
pouv 泼水
pouz 颇受
povj 破绽
poww 颇为
poxi 婆媳
poxl 破相
poxn 破晓
poxq 破鞋
poyu 迫于
poyi 破译
poyk 破音
poyz 颇有
ppaa 平平安安
ppbu 偏旁部首
ppbb 蓬蓬勃勃
ppdd 平平淡淡
ppdy 瓢泼大雨
ppgg 瓶瓶罐罐
ppgz 翩翩公子
pqjm 瞥见
ppjj 平平静静
pqkd 撇开
ppll 漂漂亮亮
ppmp 拍拍马屁
ppmm 婆婆妈妈
pppa 啪啪啪
pppp 噼噼啪啪
pppg 拍拍屁股
ppqq 乒乓球
ppqw 翩翩起舞
pprj 飘飘然
ppth 泡泡糖
pptt 普普通通
ppun 翩翩少年
ppvx 平铺直叙
ppwq 平平无奇
pqxx 撇下
ppyx 飘飘欲仙
pqzv 撇嘴
ppzz 平平仄仄
pqcj 旁敲侧击
pqld 爬起来
pqle 抛弃了
pqpz 平起平坐
pqui 喷气式
prdw 庞然大物
prli 平日里
prlr 判若两人
prvk 皮肉之苦
prwr 旁若无人
prxd 怦然心动
pryn 判若云泥
pruo 譬如说
pslk 蒲松龄
psph 拼死拼活
psxi 菩萨心肠
ptdy 滂沱大雨
ptei 破土而出
ptgj 葡萄干
ptgd 铺天盖地
ptgl 劈头盖脸
ptgm 蓬头垢面
pthx 普通话
pthl 破天荒
ptle 泡汤了
ptlm 抛头露面
ptlz 品头论足
ptlt 破铜烂铁
ptls 抛头颅洒热血
ptpx 偏听偏信
ptrf 普通人
ptsf 披头散发
ptth 葡萄糖
pttq 普天同庆
ptuj 普陀山
ptvx 普天之下
ptwx 破涕为笑
ptxk 排他性
ptya 葡萄牙
pubn 平时不努力
pubm 普遍
pubu 瀑布
pubu 平时不烧香
puda 扑打
pudu 普度
pudh 排山倒海
pudm 铺垫
puds 浦东
puer 普洱
pufa 普法
puff 扑粉
pufu 匍匐
pugd 铺盖
puho 铺货
puia 普查
puif 铺陈
puii 噗嗤
puik 拍手称快
puil 铺床
puji 普及
pujq 扑救
pujh 拍手叫好
pukd 铺开
puke 扑克
puks 扑空
pulu 铺路
puld 扑来
pumj 铺满
pumq 扑灭
puml 扑朔迷离
pumm 铺面
pupk 铺平
pupy 婆说婆有理
puqu 谱曲
puqi 铺砌
purf 仆人
pusa 菩萨
pusu 朴素
putc 葡萄
putg 扑腾
puti 菩提
putm 莆田
puto 普陀
putr 蒲团
puts 普通
puui 朴实
puua 扑杀
puue 铺设
puuj 蒲扇
puvh 铺张
puvc 普照
puwh 朴实无华
puww 铺位
puxk 普适性
puxf 萍水相逢
puxl 扑向
puxq 谱写
puxr 普选
puzi 铺子
pvby 旁征博引
pvbi 破绽百出
pvfd 品种繁多
pvhc 破折号
pvhx 攀枝花
pvlf 铺张浪费
pvpa 怕只怕
pvyu 偏重于
pvyy 抛砖引玉
pvyp 披着羊皮的狼
pwtu 配图
pwbw 配备
pwbf 赔本
pwbi 配比
pwbj 陪伴
pwcj 配餐
pwdc 佩刀
pwdd 佩戴
pwdm 配电
pwdn 赔掉
pwdu 陪读
pwdv 配对
pwee 配额
pwfa 配发
pwfh 配方
pwfu 佩服
pwgu 配股
pwhe 配合
pwhc 配好
pwhu 陪护
pwih 赔偿
pwif 陪衬
pwji 配给
pwjm 配件
pwjq 陪酒
pwjt 配角
pwjx 陪嫁
pwke 陪客
pwkr 赔款
pwle 赔了
pwli 赔礼
pwlm 陪练
pwln 配料
pwlv 赔率
pwou 配偶
pwpw 陪陪
pwqm 赔钱
pwqu 配曲
pwse 配色
pwss 配送
pwta 陪她
pwtc 配套
pwtd 胚胎
pwts 陪同
pwuh 配上
pwuz 配售
pwuf 陪审
pwvi 配置
pwve 陪着
pwxy 培训
pwxi 配戏
pwyk 配音
pwyc 配药
pwye 陪夜
pwyh 培养
pwyt 配乐
pwyu 培育
pwyj 盼望已久
pwzv 赔罪
pwzh 陪葬
pxdy 披星戴月
pxel 平心而论
pxhu 偏向虎山行
pxjy 品学兼优
pxrb 皮笑肉不笑
pxxm 平行线
pxza 偏信则暗
pybm 疲于奔命
pybz 碰一鼻子灰
pygh 漂洋过海
pyhu 鄱阳湖
pylu 破衣烂衫
pyjn 排忧解难
pyjr 平易近人
pymh 便宜没好货
pyvb 平庸之辈
pyvy 片言只语
pywh 便宜无好货
pyxi 旁逸斜出
pyyf 疲于应付
pzfu 剖腹
pzkd 剖开
pzmm 剖面
pzmj 迫在眉睫
pzxi 剖析
qade 亲爱的
qagl 乞哀告怜
qatm 弃暗投明
qkbi 亲笔
qkcd 芹菜
qkci 钦赐
qkdk 钦定
qkdo 侵夺
qkdm 钦点
qkdq 亲爹
qbdw 穷兵黩武
qbdy 气不打一处来
qker 亲耳
qkff 勤奋
qkfj 侵犯
qbgu 敲边鼓
qbgz 岂不怪哉
qkhd 侵害
qkhe 亲和
qkhj 秦汉
qkho 擒获
qkhx 侵华
qkic 秦朝
qkid 钦差
qbiu 泣不成声
qkjk 亲近
qkjm 勤俭
qkjr 亲眷
qbjq 前不久
qbjx 起步价
qbju 情报局
qbjj 情比金坚
qkkf 勤恳
qkkk 勤快
qbkx 岂不可惜
qkkz 亲口
qklc 勤劳
qklk 亲临
qkli 亲历
qklk 秦岭
qklm 勤练
qklt 侵略
qkmi 亲密
qkmk 钦命
qkmm 勤勉
qkmu 钦慕
qkna 擒拿
qkni 亲昵
qknl 亲娘
qkpw 钦佩
qkpg 亲朋
qkpu 琴谱
qbqu 去不去
qkqk 亲亲
qkqi 亲戚
qkqk 亲情
qkql 秦腔
qkqq 亲切
qkqr 侵权
qkrc 侵扰
qkre 亲热
qkrf 亲人
qkru 侵入
qkse 琴瑟
qbsv 七八岁
qbte 丘比特
qkty 侵吞
qbuo 且不说
qkuf 亲身
qkug 亲生
qkui 寝室
qkuj 亲善
qkuu 亲属
qkuz 亲手
qbvi 却不知
qkve 噙着
qkvg 勤政
qkvj 侵占
qkvu 擒住
qkwf 亲吻
qbwh 千变万化
qbwj 千百万
qkwu 勤务
qkxk 亲信
qkxi 侵袭
qkxt 勤学
qkyj 亲眼
qbyn 祛病延年
qkys 秦俑
qkyu 勤于
qkyz 亲友
qkza 勤杂
qkzi 亲自
qbzj 情不自禁
qkzv 亲嘴
qbzz 齐步走
qcdl 强词夺理
qclb 青菜萝卜各有所爱
qcql 群策群力
qcqj 去粗取精
qcsy 青葱岁月
qcye 清脆悦耳
qczj 遣词造句
qdfu 清道夫
qdgx 裙带关系
qdgb 七大姑八大姨
qdhu 千岛湖
qdhi 恰到好处
qdhj 青灯黄卷
qdle 取得了
qdir 气垫船
qdik 情窦初开
qdit 枪打出头鸟
qdiv 屈打成招
qdjt 拳打脚踢
qdnw 千叮咛万嘱咐
qdqi 瞧得起
qdtg 巧夺天工
qdux 气定神闲
qdve 期待着
qdvj 请多指教
qdvr 墙倒众人推
qdwg 千刀万剐
qdwv 千叮万嘱
qdxk 确定性
qdyj 期待已久
qdyx 取大优先
qebu 锲而不舍
qebb 千儿八百
qebd 求而不得
qedv 取而代之
qelx 妻儿老小
qewx 千恩万谢
qeyj 轻而易举
qfbi 全封闭
qfbj 千方百计
qfbd 起伏不定
qfdy 情非得已
qfdu 棋逢对手
qfhc 千分号
qfhj 前赴后继
qfhy 前俯后仰
qfky 凄风苦雨
qfly 凄风冷雨
qfmy 清风明月
qfnw 巧妇难为无米之炊
qfqi 潜伏期
qfsu 秋风送爽
qfsv 千夫所指
qfsl 秋风扫落叶
qfvi 千分之
qfvt 切肤之痛
qfvy 千分之一
qfww 全方位
qfwv 全副武装
qfxk 启发性
qfyu 确非易事
qgbb 千古不变
qgbu 缺胳膊少腿
qgbq 七拱八翘
qgdj 穷光蛋
qghg 曲高和寡
qgih 气贯长虹
qgjk 缺根筋
qgji 千古绝唱
qgjn 强弓劲弩
qgjl 清规戒律
qgjq 前功尽弃
qgjx 勤工俭学
qgle 奇怪了
qgmw 轻歌曼舞
qgnd 清官难断家务事
qgqq 曲棍球
qgqi 倾国倾城
qgqu 秋高气爽
qgvv 窃钩者诛
qgvh 窃国者侯
qgxk 全国性
qgxd 旗鼓相当
qgxs 敲骨吸髓
qgyc 奇光异彩
qgyv 棋高一着
qgze 潜规则
qgzc 岂敢造次
qhbv 千回百转
qhbj 青黄不接
qhbu 欺行霸市
qhbs 七荤八素
qhbd 清华北大
qhdc 秦皇岛
qhhu 气呼呼
qhhy 前呼后拥
qhkj 奇货可居
qhli 亲和力
qhlb 权衡利弊
qhnx 骑虎难下
qhsv 秋后算账
qhth 秋海棠
qhug 青海省
qhwu 氰化物
qhwf 秋毫无犯
qhwh 千呼万唤
qhyk 情何以堪
qhyc 奇花异草
qhyp 漆黑一片
qhyt 漆黑一团
qhzb 青红皂白
qhzy 前后左右
qhdx 清华大学
qibc 起爆
qibd 七百
qibi 起笔
qibk 骑兵
qibl 千锤百炼
qibu 起步
qibw 齐备
qicc 起草
qicd 器材
qici 其次
qicj 凄惨
qicy 七寸
qidc 祈祷
qidi 启迪
qidj 契丹
qidm 起点
qidr 气短
qids 启动
qidd 期待
qidu 气度
qidz 青春痘
qiee 企鹅
qier 妻儿
qiei 倾巢而出
qifa 启发
qiff 气氛
qifg 启封
qifh 期房
qifu 欺负
qifw 起飞
qigd 乞丐
qige 七个
qigj 岂敢
qigk 奇怪
qigr 器官
qigs 气功
qihc 旗号
qihh 启航
qihe 契合
qihk 气坏
qiho 期货
qihr 奇幻
qihs 起哄
qihw 漆黑
qihx 气话
qihz 气候
qiia 沏茶
qiid 倾巢出动
qiie 汽车
qiig 启程
qiih 气场
qiii 启齿
qiil 起床
qiir 气喘
qiiu 起初
qijk 迄今
qijc 轻车简从
qiji 奇迹
qijn 起脚
qijq 气节
qijt 气绝
qiju 器具
qijv 浅尝即止
qijx 起家
qike 岂可
qikf 岂肯
qikj 期刊
qiks 气孔
qiku 凄苦
qilk 麒麟
qild 起来
qilg 凄冷
qili 起立
qilk 欺凌
qill 凄凉
qiln 岂料
qilo 起落
qilq 气流
qilu 歧路
qilv 七律
qile 起床了
qima 起码
qimc 起锚
qimg 启蒙
qimk 器皿
qimi 凄迷
qimk 起名
qimw 凄美
qimn 奇妙
qimo 期末
qimf 气门
qimz 奇谋
qing 岂能
qinc 气恼
qinv 妻女
qinw 气馁
qinu 青春年少
qinh 气囊
qipa 奇葩
qipc 旗袍
qipd 气派
qipj 期盼
qipk 齐平
qipm 欺骗
qipn 期票
qipo 气魄
qipu 棋谱
qiql 砌墙
qiqk 凄清
qiqm 七千
qiqn 蹊跷
qiqq 妻妾
qiqq 气球
qiqr 齐全
qiqt 奇缺
qiqu 崎岖
qiqi 青春期
qirf 气人
qirj 凄然
qiru 欺辱
qisd 棋赛
qise 气色
qisi 气死
qiuj 前程似锦
qiso 其所
qisu 起诉
qisv 七岁
qita 其他
qitc 乞讨
qitd 气态
qite 奇特
qith 切齿痛恨
qiti 气体
qitk 汽艇
qitm 七天
qitn 起跳
qitr 气团
qitu 企图
qitz 起头
qiui 其实
qiuf 起身
qiug 齐声
qiul 轻车熟路
qiuj 青城山
qiuu 气数
qiuv 汽水
qiva 欺诈
qive 七折
qivg 齐整
qivi 气质
qivj 前车之鉴
qivl 气壮
qivs 其中
qivv 浅尝辄止
qivh 起承转合
qiwf 气温
qiwh 期望
qiww 气味
qiwu 前尘往事
qixm 期限
qixk 齐心
qixh 气冲霄汉
qixi 气息
qixl 气象
qixn 奇效
qixq 器械
qixt 气血
qixu 期许
qixx 旗下
qiya 气压
qiyk 起因
qiye 企业
qiyi 歧义
qiyj 气焰
qiyk 弃婴
qiyl 青出于蓝
qiyr 起源
qiys 启用
qiyt 七月
qiyu 其余
qiyd 前程远大
qiyz 汽油
qizc 起早
qizd 骑在
qizi 妻子
qizz 骑走
qjbh 气急败坏
qjbm 奇经八脉
qjbr 请将不如激将
qjbx 趋吉避凶
qjdk 千斤顶
qjdi 倾家荡产
qjdl 缺斤短两
qjfu 全家福
qjfm 全军覆没
qjgs 清洁工
qjhg 前倨后恭
qjji 清洁剂
qjjr 情景交融
qjjy 勤俭节约
qjll 请见谅
qjlu 轻解罗裳
qjlx 勤加练习
qjmk 前几名
qjmy 强奸民意
qjmx 千金买笑
qjnq 千金难求
qjpj 全键盘
qjri 前几日
qjrw 请君入瓮
qjrf 其疾如风
qjsj 千金散尽还复来
qjtm 前几天
qjty 曲径通幽
qjux 强将手下无弱兵
qjuw 气绝身亡
qjvg 齐家治国
qjvf 千钧重负
qjvx 情急之下
qjvh 秦晋之好
qjvu 情急智生
qjvz 欺君之罪
qjwv 迄今为止
qjyu 取决于
qjyn 千金一诺
qywh 企业文化
qywy 千言万语
qjwd 轻举妄动
qjwh 千家万户
qjwl 穷极无聊
qjwm 千军万马
qjwu 欺君罔上
qjww 清静无为
qjxj 千金小姐
qjyf 千钧一发
qjyr 强加于人
qjyy 琼浆玉液
qjyq 奇技淫巧
qkai 情爱
qkan 请安
qkbc 情报
qkbd 清白
qkbm 轻便
qkbo 轻薄
qkcc 情操
qkcd 青菜
qkce 清册
qkch 清仓
qkci 请辞
qkcv 清脆
qkdc 青岛
qkdi 情敌
qkdj 清单
qkdm 清点
qkdn 情调
qkdu 轻度
qkdn 乾坤大挪移
qkgc 清高
qkge 情歌
qkgj 情感
qkgl 青光
qkgr 清官
qkgs 轻功
qkhd 青海
qkhe 庆贺
qkhk 情怀
qkhx 清华
qkia 清查
qkic 清朝
qkie 清澈
qkif 清晨
qkig 倾城
qkih 情场
qkiu 清楚
qkiy 青春
qkjk 请进
qkjk 情景
qkjm 请柬
qkjn 请教
qkjq 清洁
qkjx 请假
qkkl 情况
qkke 请客
qkkj 请看
qkkk 轻快
qkks 清空
qkld 青睐
qklm 清廉
qklh 晴朗
qkli 清理
qklk 清零
qkll 清凉
qklv 情侣
qklz 青楼
qkls 青龙
qkmk 清明
qkmm 情面
qkmq 轻蔑
qknm 青年
qkpk 清屏
qkpk 清贫
qkqk 轻轻
qkqq 请求
qkqn 轻巧
qkqu 情趣
qkrf 情人
qkrz 轻柔
qkse 青色
qksr 清算
qkss 轻松
qksu 倾诉
qktm 晴天
qktd 青苔
qktk 倾听
qktn 轻佻
qktq 请帖
qkts 青铜
qktu 倾吐
qkug 轻声
qkuh 轻伤
qkui 请示
qkuk 轻率
qkul 清爽
qkuu 情书
qkuv 清水
qkvf 清真
qkvg 清蒸
qkvs 轻重
qkvu 庆祝
qkvz 青轴
qkwa 青蛙
qkwf 请问
qkwu 请勿
qkwl 晴空万里
qkwv 穷寇勿追
qkww 轻微
qkxk 清新
qkxi 清晰
qkxk 清醒
qkxl 倾向
qkxm 清闲
qkxq 倾斜
qkxq 清秀
qkxu 情绪
qkyi 轻易
qkyk 轻盈
qkxx 情况下
qkyr 情愿
qkyu 情欲
qkzc 清早
qkch 青藏
qkzo 请坐
qkff 情分
qkfu 情妇
qkfg 清风
qlbc 强暴
qlbi 墙壁
qlbl 七零八落
qlbm 墙边
qlbu 七老八十
qlbh 趋利避害
qlbg 曲里八拐
qlda 强大
qldc 强盗
qldr 抢断
qldg 敲锣打鼓
qldi 强敌
qldj 其利断金
qldn 强调
qldo 抢夺
qldu 强度
qldv 强队
qldy 枪林弹雨
qlfa 枪法
qlfg 墙缝
qlgu 潜力股
qlgk 奇了怪
qlgw 曲里拐弯
qlgf 墙根
qlgl 抢光
qlgo 强国
qlgr 枪管
qlgz 抢购
qlhd 戕害
qlhg 强横
qlhj 强悍
qlhx 强化
qlig 秦楼楚馆
qlji 枪击
qljk 强劲
qljm 强奸
qljn 墙角
qljq 抢劫
qljq 抢救
qljt 枪决
qljx 强加
qlkz 枪口
qllq 强烈
qllk 强邻
qlli 强力
qllk 强令
qllt 抢掠
qlmm 墙面
qlma 千里马
qlmh 清理门户
qlpc 枪炮
qlpd 抢拍
qlpo 强迫
qlqq 强求
qlqk 抢亲
qlql 强强
qlqm 抢钱
qlqr 强权
qlqw 亲力亲为
qlrf 抢人
qlro 强弱
qlrr 其乐融融
qlse 千里送鹅毛
qlth 枪膛
qltj 抢滩
qlto 枪托
qltt 千里迢迢
qltz 墙头
qlts 清丽脱俗
qlui 强势
qluz 抢手
qlua 枪杀
qluf 强身
qlug 强盛
qluh 墙上
qlur 枪栓
qluv 呛水
qlvd 千里之堤
qlve 强者
qlvf 强震
qlvi 强制
qlvj 抢占
qlvl 强壮
qlvu 抢注
qlvv 情理之中
qlvx 千里之行
qlwd 墙外
qlwf 强吻
qlwq 其乐无穷
qlwu 群龙无首
qlwy 歧路亡羊
qlww 蔷薇
qlxk 强行
qlxl 强项
qlxi 抢戏
qlxm 抢先
qlxf 娶了媳妇忘了娘
qlxq 枪械
qlxq 抢修
qlyf 全力以赴
qlyj 抢眼
qlyk 强硬
qlyy 千里姻缘一线牵
qlyp 欠了一屁股债
qlyu 强于
qlyy 琼楼玉宇
qlzs 妻离子散
qlzu 羌族
qlzz 抢走
qmbc 钱包
qmbi 铅笔
qmbj 牵绊
qmbm 前边
qmbo 浅薄
qmbw 前辈
qmby 其貌不扬
qmcd 钱财
qmcg 浅层
qmch 潜藏
qmci 前次
qmdc 签到
qmdd 钱袋
qmdj 签单
qmdk 签订
qmds 牵动
qmdu 迁都
qmdx 轻描淡写
qmee 前额
qmfa 签发
qmff 千分
qmfg 前锋
qmfh 前方
qmfj 遣返
qmfu 潜伏
qmfw 欠费
qmgx 牵挂
qmgs 谦恭
qmgu 千古
qmhd 浅海
qmhe 谦和
qmhs 浅红
qmhl 浅黄
qmhv 浅灰
qmhz 前后
qmie 牵扯
qmif 前尘
qmig 前程
qmih 前场
qmjk 前进
qmjk 前景
qmjq 迁就
qmjm 浅见
qmjn 前脚
qmju 迁居
qmjx 欠佳
qmjq 清明节
qmky 乾坤
qmke 千克
qmkr 欠款
qmli 千里
qmld 前来
qmlj 浅蓝
qmlv 浅绿
qmlm 牵连
qmlq 前列
qmlq 潜流
qmls 乾隆
qmlw 群魔乱舞
qmly 前轮
qmlz 浅陋
qmll 钱粮
qmmm 前面
qmmf 前门
qmmi 千米
qmmk 签名
qmmo 阡陌
qmnm 千年
qmng 潜能
qmnu 迁怒
qmnv 倩女
qmpd 前排
qmqi 前期
qmql 牵强
jmjm 浅浅
qmqr 缱绻
qmqq 千秋
qmqt 欠缺
qmqu 前去
qmrf 前任
qmrh 谦让
qmri 前日
qmrj 歉然
qmru 嵌入
qmse 浅色
qmsj 遣散
qmss 遣送
qmsu 青霉素
qmtc 潜逃
qmtd 前台
qmti 前提
qmtj 浅谈
qmtk 潜艇
qmtm 前天
qmtn 欠条
qmto 欠妥
qmtu 前途
qmtv 前腿
qmtz 牵头
qmuc 前哨
qmue 牵涉
qmuf 前身
qmug 前生
qmui 前世
qmuu 签署
qmuv 潜水
qmuz 签收
qmvc 前兆
qmvd 欠债
qmve 前者
qmvg 签证
qmvh 签章
qmvi 前置
qmvj 前瞻
qmvl 犬马之劳
qmvm 青梅竹马
qmir 前传
qmvu 签注
qmvv 前缀
qmwj 千万
qmwa 千瓦
qmwh 前往
qmwu 钱物
qmww 前卫
qmxk 潜心
qmxi 前夕
qmxk 前行
qmxm 前线
qmxn 浅笑
qmxq 前些
qmxs 前胸
qmxu 谦虚
qmxy 谦逊
qmyk 牵引
qmye 前夜
qmyi 迁移
qmyj 前沿
qmyk 倩影
qmyr 千元
qmys 潜泳
qmyt 签约
qmzd 潜在
qmze 谴责
qmzi 签字
qmzz 前奏
qmzh 阡陌纵横
qnbc 侨胞
qnbi 峭壁
qnbv 勤能补拙
qncj 青年才俊
qncv 憔悴
qndk 敲定
qnda 敲打
qndn 敲掉
qnds 桥洞
qndy 桥墩
qndg 强扭的瓜不甜
qnfu 樵夫
qngx 轻诺寡信
qnhe 巧合
qniu 翘楚
qnjk 巧劲
qnji 敲击
qnjm 瞧见
qnjq 桥接
qnju 侨居
qnjx 桥架
qnke 翘课
qnkd 撬开
qnkh 墙内开花墙外香
qnll 桥梁
qnle 巧了
qnli 俏丽
qnlo 敲锣
qnmk 侨民
qnmd 荞麦
qnmf 敲门
qnmn 巧妙
qnmu 乔木
qnpi 俏皮
qnpd 桥牌
qnpo 敲破
qnqi 翘起
qnqm 乔迁
qnqn 悄悄
qnrj 悄然
qntz 桥头
qnug 悄声
qnuz 翘首
qnue 翘舌
qnva 敲诈
qnve 瞧着
qnvl 乔装
qnvm 强弩之末
qnvs 敲钟
qnvy 七年之痒
qnwx 千难万险
qnxl 敲响
qnxu 倾囊相授
qnyj 巧言
qnyr 迁怒于人
qnyu 巧遇
qnzj 情难自禁
qqan 窃案
qpbc 七拼八凑
qqbu 且不
qpbw 七平八稳
qqcd 切菜
qqco 切磋
qqdr 切断
qpdy 倾盆大雨
qqff 切分
qqfu 切腹
qpfd 全盘否定
qqge 切割
qqgo 窃国
qphx 俏皮话
qqhe 切合
qphj 前仆后继
qqhr 切换
qphy 亲朋好友
qqiu 切除
qqig 切成
qqih 怯场
qqii 切齿
qqji 切记
qqkd 切开
qqkj 且看
qqkk 切块
qqkz 切口
qqmj 且慢
qqmd 切脉
qqmi 窃密
qqmm 切面
qqno 怯懦
qppn 轻飘飘
qqpm 切片
qpqm 枪炮齐鸣
qqqu 窃取
